Label,Bone Code,Slice,CSA (mm²),X cent. (mm),Y cent. (mm),Density,wX cent. (mm),wY cent. (mm),Theta (rad),R1 (mm),R2 (mm),Imin (mm^4),Imax (mm^4),Ipm (mm^4),Zmax (mm³),Zmin (mm³),Zpol (mm³),Feret Min (mm),Feret Max (mm),Feret Angle (rad),Perimeter (mm),Max Thick 2D (mm),Mean Thick 2D (mm),SD Thick 2D (mm),A (rad),M (rad),IAP(mm^4),IML(mm^4),ZAP(mm³),ZML(mm³),RAP(mm),RML(mm),DAP(mm),DML(mm)
MCZ7608anchitheriumclarenci_bonej.tif,5,228,228.797,123.492,130.581,1.8,123.492,130.581,-0.156,9.865,10.559,5206.745,7015.832,0.924,664.43,527.783,1056.372,17.761,21.155,2.834,65.22,7.781,6.022,1.747,2.81,4.381,6960.895,5261.681,685.547,571.229,10.154,9.211,18.227,19.95
MCZ7608anchitheriumclarenci_bonej.tif,5,229,228.023,123.486,130.612,1.8,123.486,130.612,-0.154,9.86,10.598,5187.39,7012.033,0.896,661.643,526.1,1054.612,17.854,21.163,2.852,65.457,7.594,5.929,1.7,2.81,4.381,6955.241,5244.182,686.273,568.865,10.135,9.219,18.304,19.915
MCZ7608anchitheriumclarenci_bonej.tif,5,230,227.883,123.467,130.65,1.8,123.467,130.65,-0.152,9.849,10.631,5206.874,7017.325,0.87,660.062,528.66,1050.064,17.871,21.244,2.859,65.457,7.501,5.882,1.65,2.81,4.381,6959.566,5264.633,687.296,570.557,10.126,9.227,18.343,19.908
MCZ7608anchitheriumclarenci_bonej.tif,5,231,228.614,123.437,130.69,1.8,123.437,130.69,-0.154,9.89,10.722,5284.745,7039.374,0.896,656.563,534.329,1052.596,17.971,21.315,2.889,65.526,7.388,5.87,1.591,2.81,4.381,6984.671,5339.448,691.943,577.952,10.094,9.239,18.42,19.865
MCZ7608anchitheriumclarenci_bonej.tif,5,232,228.291,123.424,130.691,1.8,123.424,130.691,-0.148,9.921,10.763,5303.151,7048.684,0.823,654.874,534.539,1053.856,18.007,21.325,2.866,65.723,7.501,5.87,1.663,2.81,4.381,6990.367,5361.467,694.266,582.367,10.069,9.206,18.389,19.834
MCZ7608anchitheriumclarenci_bonej.tif,5,233,227.32,123.402,130.687,1.8,123.402,130.687,-0.146,9.931,10.793,5307.328,7048.498,0.799,653.076,534.399,1046.464,18.047,21.425,2.85,66.07,7.426,5.792,1.653,2.81,4.381,6989.128,5366.698,695.486,580.057,10.049,9.252,18.424,19.799
MCZ7608anchitheriumclarenci_bonej.tif,5,234,227.193,123.384,130.688,1.8,123.384,130.688,-0.131,9.945,10.96,5302.926,7049.567,0.649,643.192,533.23,1040.329,18.045,21.505,2.856,65.931,7.426,5.777,1.659,2.81,4.381,6980.499,5371.994,695.885,582.745,10.031,9.218,18.385,19.796
MCZ7608anchitheriumclarenci_bonej.tif,5,235,227.109,123.364,130.697,1.8,123.364,130.697,-0.118,10.005,11.054,5317.19,7059.445,0.529,638.646,531.436,1035.255,18.046,21.586,2.863,66.308,7.214,5.649,1.719,2.81,4.381,6981.587,5395.048,699.533,583.157,9.98,9.251,18.389,19.726
MCZ7608anchitheriumclarenci_bonej.tif,5,236,226.87,123.346,130.711,1.8,123.346,130.711,-0.11,10.021,11.109,5326.401,7078.817,0.456,637.226,531.537,1033.625,18.016,21.643,2.835,66.504,7.171,5.627,1.654,2.81,4.381,6994.305,5410.912,702.015,587.569,9.963,9.209,18.316,19.718
MCZ7608anchitheriumclarenci_bonej.tif,5,237,226.42,123.311,130.715,1.8,123.311,130.715,-0.106,10.157,11.162,5352.559,7106.054,0.42,636.647,526.999,1032.382,18.061,21.686,2.848,66.712,7.241,5.653,1.686,2.81,4.381,7018.183,5440.43,704.747,590.295,9.958,9.216,18.319,19.687
MCZ7608anchitheriumclarenci_bonej.tif,5,238,227.025,123.298,130.737,1.8,123.298,130.737,-0.093,10.189,11.241,5409.844,7130.399,0.323,634.319,530.936,1038.638,18.107,21.725,2.79,66.95,7.171,5.531,1.741,2.81,4.381,7034.073,5506.171,702.91,598.757,10.007,9.196,18.354,19.751
MCZ7608anchitheriumclarenci_bonej.tif,5,239,226.349,123.255,130.742,1.8,123.255,130.742,-0.085,10.21,11.315,5423.591,7130.462,0.269,630.164,531.209,1036.349,18.14,21.756,2.803,66.782,7.41,5.546,1.815,2.81,4.381,7028.492,5525.561,699.384,600.245,10.05,9.206,18.354,19.755
MCZ7608anchitheriumclarenci_bonej.tif,5,240,225.66,123.229,130.748,1.8,123.229,130.748,-0.077,10.237,11.371,5437.855,7127.19,0.221,626.81,531.193,1035.296,18.109,21.79,2.815,66.851,7.501,5.548,1.88,2.81,4.381,7019.893,5545.151,696.711,602.185,10.076,9.208,18.316,19.79
MCZ7608anchitheriumclarenci_bonej.tif,5,241,225.759,123.202,130.756,1.8,123.202,130.756,-0.069,10.372,11.419,5468.17,7140.273,0.178,625.319,527.225,1033.886,18.109,21.836,2.792,67.187,7.568,5.522,1.879,2.81,4.381,7027.587,5580.857,697.936,605.956,10.069,9.21,18.316,19.759
MCZ7608anchitheriumclarenci_bonej.tif,5,242,225.716,123.159,130.752,1.8,123.159,130.752,-0.069,10.489,11.547,5481.469,7173.179,0.178,621.227,522.613,1030.256,18.115,21.918,2.782,67.522,7.664,5.602,1.911,2.81,4.381,7059.145,5595.503,698.096,606.395,10.112,9.227,18.281,19.797
MCZ7608anchitheriumclarenci_bonej.tif,5,243,225.59,123.125,130.77,1.8,123.125,130.77,-0.063,10.517,11.605,5520.552,7190.923,0.15,619.624,524.904,1026.932,18.16,22.019,2.801,67.69,7.444,5.437,1.972,2.81,4.381,7073.641,5637.835,696.886,609.304,10.15,9.253,18.316,19.797
MCZ7608anchitheriumclarenci_bonej.tif,5,244,225.59,123.121,130.785,1.8,123.121,130.785,-0.053,10.638,11.658,5549.362,7236.062,0.105,620.706,521.658,1032.972,18.16,22.029,2.784,68.054,7.357,5.423,1.857,2.81,4.381,7108.6,5676.823,699.751,614.379,10.159,9.24,18.316,19.801
