Label,Bone Code,Slice,CSA (mm²),X cent. (mm),Y cent. (mm),Density,wX cent. (mm),wY cent. (mm),Theta (rad),R1 (mm),R2 (mm),Imin (mm^4),Imax (mm^4),Ipm (mm^4),Zmax (mm³),Zmin (mm³),Zpol (mm³),Feret Min (mm),Feret Max (mm),Feret Angle (rad),Perimeter (mm),Max Thick 2D (mm),Mean Thick 2D (mm),SD Thick 2D (mm),A (rad),M (rad),IAP(mm^4),IML(mm^4),ZAP(mm³),ZML(mm³),RAP(mm),RML(mm),DAP(mm),DML(mm)
AMNH2_8bit_trimmed.tif,5,91,156.19,36.442,38.354,1.8,36.442,38.354,-0.739,7.73,8.769,2370.085,3107.439,11.807,354.378,306.621,619.623,14.479,16.712,0.944,52.655,6.929,5.211,1.357,1.885,3.456,2926.831,2550.693,344.371,317.256,8.499,8.04,15.713,16.552
AMNH2_8bit_trimmed.tif,5,92,156.056,36.457,38.355,1.8,36.457,38.355,-0.73,7.745,8.833,2373.636,3104.275,11.559,351.459,306.455,615.975,14.494,16.734,0.899,52.855,6.918,5.218,1.348,1.885,3.456,2919.516,2558.395,344.31,317.38,8.479,8.061,15.773,16.529
AMNH2_8bit_trimmed.tif,5,93,155.984,36.461,38.359,1.8,36.461,38.359,-0.728,7.751,8.832,2383.662,3097.381,11.517,350.682,307.523,616.316,14.5,16.71,0.918,52.855,6.947,5.222,1.363,1.885,3.456,2916.015,2565.028,343.984,316.899,8.477,8.094,15.832,16.531
AMNH2_8bit_trimmed.tif,5,94,155.873,36.442,38.378,1.8,36.442,38.378,-0.726,7.76,8.855,2386.291,3099.995,11.449,350.074,307.51,615.402,14.542,16.71,0.918,53.337,6.828,5.16,1.325,1.885,3.456,2917.189,2569.096,345.285,318.88,8.449,8.057,15.775,16.499
AMNH2_8bit_trimmed.tif,5,95,155.635,36.445,38.396,1.8,36.445,38.396,-0.731,7.775,8.865,2387.304,3090.939,11.569,348.685,307.043,615.737,14.553,16.679,0.903,53.337,6.772,5.159,1.291,1.885,3.456,2913.973,2564.27,345.367,319.042,8.437,8.037,15.83,16.503
AMNH2_8bit_trimmed.tif,5,96,155.818,36.463,38.411,1.8,36.463,38.411,-0.727,7.806,8.865,2390.327,3103.74,11.463,350.126,306.233,617.464,14.579,16.704,0.128,53.484,6.79,5.181,1.294,1.885,3.456,2921.446,2572.621,346.531,319.227,8.431,8.059,15.889,16.505
AMNH2_8bit_trimmed.tif,5,97,155.468,36.474,38.421,1.8,36.474,38.421,-0.733,7.82,8.87,2388.449,3089.24,11.602,348.263,305.44,615.169,14.619,16.732,0.952,53.085,6.772,5.172,1.292,1.885,3.456,2914.074,2563.615,345.992,317.568,8.422,8.073,15.83,16.501
AMNH2_8bit_trimmed.tif,5,98,155.405,36.48,38.42,1.8,36.48,38.42,-0.741,7.822,8.825,2388.054,3086.121,11.792,349.704,305.313,618.572,14.612,16.676,0.995,52.937,6.779,5.173,1.297,1.885,3.456,2916.177,2557.999,347.274,317.834,8.397,8.048,15.828,16.442
AMNH2_8bit_trimmed.tif,5,99,156.024,36.493,38.416,1.8,36.493,38.416,-0.744,7.821,8.889,2379.729,3101.175,11.93,348.892,304.263,614.827,14.617,16.733,0.857,53.063,6.769,5.157,1.342,1.885,3.456,2927.695,2553.208,349.447,317.889,8.378,8.032,15.743,16.446
AMNH2_8bit_trimmed.tif,5,100,155.135,36.502,38.414,1.8,36.502,38.414,-0.762,7.829,8.905,2375.383,3088.689,12.332,346.832,303.4,612.782,14.641,16.696,0.876,53.106,6.708,5.152,1.281,1.885,3.456,2928.159,2535.913,348.291,316.513,8.407,8.012,15.695,16.524
AMNH2_8bit_trimmed.tif,5,101,155.008,36.522,38.415,1.8,36.522,38.415,-0.774,7.837,8.925,2370.558,3083.409,12.617,345.499,302.495,610.695,14.626,16.681,0.956,53.211,6.601,5.125,1.247,1.885,3.456,2929.728,2524.239,348.233,315.354,8.413,8.004,15.663,16.497
AMNH2_8bit_trimmed.tif,5,102,156,36.534,38.436,1.8,36.534,38.436,-0.762,7.862,8.911,2402.135,3102.181,12.397,348.139,305.551,616.585,14.645,16.727,0.646,53.337,6.677,5.135,1.3,1.885,3.456,2944.548,2559.768,349.635,319.005,8.422,8.024,15.745,16.499
AMNH2_8bit_trimmed.tif,5,103,156.603,36.562,38.462,1.8,36.562,38.462,-0.747,7.846,8.914,2427.647,3116.825,12.043,349.653,309.405,620.72,14.74,16.749,0.665,53.905,6.706,5.151,1.295,1.885,3.456,2952.67,2591.801,352.233,322.721,8.383,8.031,15.824,16.473
AMNH2_8bit_trimmed.tif,5,104,156.27,36.56,38.468,1.8,36.56,38.468,-0.759,7.845,8.913,2415.63,3097.592,12.348,347.548,307.933,618.192,14.719,16.703,0.569,54.21,6.708,5.165,1.287,1.885,3.456,2942.483,2570.738,350.217,321.295,8.402,8.001,15.809,16.473
AMNH2_8bit_trimmed.tif,5,105,156.175,36.567,38.484,1.8,36.567,38.484,-0.759,7.858,8.91,2414.122,3105.117,12.323,348.486,307.211,619.351,14.681,16.71,0.653,53.389,6.743,5.17,1.299,1.885,3.456,2947.573,2571.666,350.21,322.038,8.417,7.986,15.722,16.499
