Label,Bone Code,Slice,CSA (mm²),X cent. (mm),Y cent. (mm),Density,wX cent. (mm),wY cent. (mm),Theta (rad),R1 (mm),R2 (mm),Imin (mm^4),Imax (mm^4),Ipm (mm^4),Zmax (mm³),Zmin (mm³),Zpol (mm³),Feret Min (mm),Feret Max (mm),Feret Angle (rad),Perimeter (mm),Max Thick 2D (mm),Mean Thick 2D (mm),SD Thick 2D (mm),A (rad),M (rad),IAP(mm^4),IML(mm^4),ZAP(mm³),ZML(mm³),RAP(mm),RML(mm),DAP(mm),DML(mm)
MCZarchaeohippusblackbergi_bonejtrimmed.tif,5,179,34.679,84.005,109.699,1.8,84.005,109.699,-0.311,3.758,4.678,124.139,190.588,0.54,40.742,33.032,66.919,6.958,8.771,0.089,25.914,2.808,2.217,0.468,3.176,4.747,182.957,131.77,39.902,35.004,4.585,3.764,7.519,8.744
MCZarchaeohippusblackbergi_bonejtrimmed.tif,5,180,34.709,84.013,109.71,1.8,84.013,109.71,-0.319,3.743,4.67,123.936,190.339,0.57,40.755,33.109,66.417,6.968,8.823,0.044,25.914,2.808,2.224,0.471,3.176,4.747,182.34,131.934,39.262,35.603,4.644,3.706,7.452,8.8
MCZarchaeohippusblackbergi_bonejtrimmed.tif,5,181,34.746,84.012,109.721,1.8,84.012,109.721,-0.317,3.754,4.651,123.449,189.906,0.562,40.828,32.889,66.876,6.968,8.707,0.171,25.831,2.808,2.229,0.479,3.176,4.747,182.011,131.345,39.759,35.389,4.578,3.711,7.452,8.677
MCZarchaeohippusblackbergi_bonejtrimmed.tif,5,182,34.721,84.011,109.734,1.8,84.011,109.734,-0.319,3.764,4.655,123.246,189.644,0.569,40.739,32.747,66.726,6.968,8.694,0.162,25.876,2.808,2.218,0.48,3.176,4.747,181.667,131.223,39.677,35.318,4.579,3.716,7.446,8.675
MCZarchaeohippusblackbergi_bonejtrimmed.tif,5,183,34.794,84.003,109.747,1.8,84.003,109.747,-0.309,3.753,4.696,122.315,190.124,0.537,40.487,32.59,66.252,6.946,8.753,0.062,25.922,2.808,2.247,0.497,3.176,4.747,182.4,130.039,39.771,35.536,4.586,3.659,7.379,8.736
MCZarchaeohippusblackbergi_bonejtrimmed.tif,5,184,34.721,83.992,109.763,1.8,83.992,109.763,-0.306,3.739,4.712,121.452,190.001,0.525,40.322,32.485,65.85,6.943,8.753,0.062,25.941,2.808,2.227,0.481,3.176,4.747,182.328,129.125,39.669,35.207,4.596,3.668,7.371,8.742
MCZarchaeohippusblackbergi_bonejtrimmed.tif,5,185,34.746,83.992,109.775,1.8,83.992,109.775,-0.306,3.726,4.72,120.4,191.159,0.524,40.501,32.31,65.41,6.908,8.823,0.044,25.941,2.812,2.232,0.475,3.176,4.747,183.261,128.297,39.302,35.501,4.663,3.614,7.301,8.811
MCZarchaeohippusblackbergi_bonejtrimmed.tif,5,186,34.545,83.997,109.774,1.8,83.997,109.774,-0.284,3.731,4.749,118.43,190.1,0.451,40.026,31.743,64.657,6.908,8.836,0.071,26.07,2.812,2.216,0.468,3.176,4.747,183.067,125.463,39.304,34.708,4.658,3.615,7.29,8.811
MCZarchaeohippusblackbergi_bonejtrimmed.tif,5,187,34.496,83.996,109.814,1.8,83.996,109.814,-0.309,3.741,4.746,120.518,191.109,0.531,40.263,32.215,65.527,6.924,8.796,0.499,31.13,2.812,2.085,0.537,3.176,4.747,183.081,128.546,39.883,33.078,4.591,3.886,7.6,8.747
MCZarchaeohippusblackbergi_bonejtrimmed.tif,5,188,34.296,84.001,109.832,1.8,84.001,109.832,-0.322,3.705,4.743,121.583,191.496,0.573,40.378,32.812,65.844,6.943,8.897,0.444,32.937,2.812,2.002,0.524,3.176,4.747,182.943,130.136,39.927,33.611,4.582,3.872,7.6,8.744
MCZarchaeohippusblackbergi_bonejtrimmed.tif,5,189,34.332,83.995,109.859,1.8,83.995,109.859,-0.35,3.693,4.747,124.74,194.201,0.672,40.91,33.774,66.889,7.001,8.934,0.432,35.482,2.825,2.017,0.525,3.176,4.747,184.41,134.53,40.197,34.993,4.588,3.845,7.532,8.809
MCZarchaeohippusblackbergi_bonejtrimmed.tif,5,190,34.302,83.999,109.894,1.8,83.999,109.894,-0.378,3.782,4.741,127.522,196.126,0.779,41.366,33.719,67.809,7.103,8.902,0.503,46.716,2.825,2.103,0.529,3.176,4.747,185.066,138.582,40.365,35.798,4.585,3.871,7.594,8.817
MCZarchaeohippusblackbergi_bonejtrimmed.tif,5,191,34.18,84.008,109.939,1.8,84.008,109.939,-0.416,3.818,4.735,126.882,197.455,0.931,41.704,33.232,67.403,4.854,8.941,0.105,30.753,2.864,2.145,0.571,3.176,4.747,184.03,140.307,39.632,36.617,4.644,3.832,5.545,8.889
