PercentOfBone,A,normA,IAP,IML,normIAP,normIML
0.353372434017595,7.826276,2.79754821227446,8.24076,4.5782,1.69430587412719,1.46276206957704
0.354838709677419,7.826276,2.79754821227446,8.24076,4.5782,1.69430587412719,1.46276206957704
0.356304985337243,7.83918,2.79985356759956,8.24076,4.5782,1.69430587412719,1.46276206957704
0.357771260997067,7.83918,2.79985356759956,8.24076,4.5782,1.69430587412719,1.46276206957704
0.359237536656892,7.83918,2.79985356759956,8.24076,4.61982,1.69430587412719,1.46607525517047
0.360703812316716,7.83918,2.79985356759956,8.24076,4.61982,1.69430587412719,1.46607525517047
0.36217008797654,7.83918,2.79985356759956,8.24076,4.5782,1.69430587412719,1.46276206957704
0.363636363636364,7.826276,2.79754821227446,8.24076,4.5782,1.69430587412719,1.46276206957704
0.365102639296188,7.819824,2.7963948219091,8.24076,4.5782,1.69430587412719,1.46276206957704
0.366568914956012,7.819824,2.7963948219091,8.19914,4.5782,1.69216253539791,1.46276206957704
0.368035190615836,7.80692,2.79408661283075,8.19914,4.5782,1.69216253539791,1.46276206957704
0.36950146627566,7.800468,2.79293179293731,8.19914,4.5782,1.69216253539791,1.46276206957704
0.370967741935484,7.787564,2.7906207194816,8.19914,4.5782,1.69216253539791,1.46276206957704
0.372434017595308,7.794016,2.79177649535202,8.19914,4.5782,1.69216253539791,1.46276206957704
0.373900293255132,7.794016,2.79177649535202,8.19914,4.5782,1.69216253539791,1.46276206957704
0.375366568914956,7.787564,2.7906207194816,8.19914,4.5782,1.69216253539791,1.46276206957704
0.37683284457478,7.781112,2.78946446473154,8.19914,4.5782,1.69216253539791,1.46276206957704
0.378299120234604,7.77466,2.78830773050609,8.19914,4.5782,1.69216253539791,1.46276206957704
0.379765395894428,7.77466,2.78830773050609,8.19914,4.5782,1.69216253539791,1.46276206957704
0.381231671554252,7.768208,2.78715051620827,8.19914,4.5782,1.69216253539791,1.46276206957704
0.382697947214076,7.748852,2.78367598689215,8.19914,4.5782,1.69216253539791,1.46276206957704
0.3841642228739,7.735948,2.78135722265228,8.15752,4.53658,1.69001102114868,1.45942621646471
0.385630498533724,7.729496,2.78019711531395,8.15752,4.53658,1.69001102114868,1.45942621646471
0.387096774193548,7.729496,2.78019711531395,8.15752,4.53658,1.69001102114868,1.45942621646471
0.388563049853372,7.729496,2.78019711531395,8.15752,4.53658,1.69001102114868,1.45942621646471
0.390029325513196,7.729496,2.78019711531395,8.15752,4.53658,1.69001102114868,1.45942621646471
0.391495601173021,7.716592,2.77787544717181,8.15752,4.53658,1.69001102114868,1.45942621646471
0.392961876832845,7.697236,2.77438930217084,8.1159,4.53658,1.68785125824329,1.45942621646471
0.394428152492669,7.671428,2.76973428328423,8.1159,4.49496,1.68785125824329,1.45606733064025
0.395894428152493,7.658524,2.76740383753438,8.1159,4.49496,1.68785125824329,1.45606733064025
0.397360703812317,7.64562,2.76507142764884,8.07428,4.45334,1.68568317251217,1.45268503757882
0.398826979472141,7.632716,2.76273704865302,8.07428,4.45334,1.68568317251217,1.45268503757882
0.400293255131965,7.568196,2.75103544142928,7.9078,4.41172,1.6769260806345,1.44927895309579
0.401759530791789,7.54884,2.74751524108603,7.9078,4.41172,1.6769260806345,1.44927895309579
0.403225806451613,7.510128,2.74046127504112,7.9078,4.3701,1.6769260806345,1.44584868300369
0.404692082111437,7.471416,2.73338910512206,7.86618,4.32848,1.67471523063252,1.44239382275379
0.406158357771261,7.348828,2.71087218437166,7.6997,4.28686,1.66578309762347,1.438913957061
0.407624633431085,7.32302,2.70610790620034,7.6997,4.28686,1.66578309762347,1.438913957061
0.409090909090909,7.335924,2.70849109284118,7.74132,4.20362,1.66802960724205,1.43187749215273
0.410557184750733,7.329472,2.70729976175524,7.78294,4.162,1.67026707653294,1.42832000506189
0.412023460410557,7.303664,2.70252918578135,7.82456,4.12038,1.67249558992951,1.42473573589686
