Genus,PercentOfBone,A,normA,IAP,IML,normIAP,normIML
Tapirus,0.00427350427350427,0.06829,0.261323554238802,0.000252,0.0005899,0.125994078695737,0.155845619278591
Tapirus,0.00854700854700855,0.39064,0.625011999884802,0.0128162,0.0142693,0.336464941580545,0.345621433528389
Tapirus,0.0128205128205128,0.95768,0.97861126092029,0.171861,0.0533136,0.643864282139708,0.480517824646741
Tapirus,0.0170940170940171,1.50168,1.22543053658704,0.5138663,0.1189801,0.846666807733186,0.587311605026008
Tapirus,0.0213675213675214,1.91582,1.38413149664329,0.8500279,0.2103905,0.960192468468984,0.677261723440937
Tapirus,0.0256410256410256,2.22586,1.49193163382241,1.1482908,0.317648,1.03517308433892,0.750734771368516
Tapirus,0.0299145299145299,2.46342,1.56952859164782,1.3955109,0.4368445,1.08688428202783,0.812983474984846
Tapirus,0.0341880341880342,2.6418,1.625361498252,1.5863803,0.5678341,1.12228155962129,0.868071239010187
Tapirus,0.0384615384615385,2.75139,1.65873144300095,1.7243999,0.6966232,1.14593371519403,0.913586100444407
Tapirus,0.0427350427350427,2.86043,1.6912805799157,1.8601466,0.8196971,1.16784926887302,0.951509984088266
Tapirus,0.047008547008547,2.97087,1.72362118808049,1.999877,0.9455315,1.18918883052164,0.986095553399849
Tapirus,0.0512820512820513,3.06436,1.75053134790554,2.1502538,1.0641986,1.21093945859785,1.01567712359163
Tapirus,0.0555555555555556,3.13227,1.76982202495053,2.2565501,1.1792286,1.2256352556717,1.04207625701854
Tapirus,0.0598290598290598,3.16057,1.7777992012598,2.3092401,1.2723903,1.23272803409675,1.06207475845617
Tapirus,0.0641025641025641,3.20261,1.78958375048501,2.3624333,1.367175,1.2397664768936,1.08132446015514
Tapirus,0.0683760683760684,3.18505,1.78467083799786,2.3569731,1.4367851,1.23904949918988,1.09483318813535
Tapirus,0.0726495726495727,3.18387,1.78434021419683,2.3541038,1.495217,1.23867223259352,1.10579865289431
Tapirus,0.0769230769230769,3.15384,1.77590540288609,2.3369925,1.5254587,1.2364151834579,1.11134810557294
Tapirus,0.0811965811965812,3.13641,1.77099124786093,2.3346428,1.54141,1.23610428164978,1.11424204722814
Tapirus,0.0854700854700855,3.10114,1.76100539465386,2.3238668,1.5502986,1.23467543588991,1.11584491515161
Tapirus,0.0897435897435897,3.05498,1.74785010798981,2.3333253,1.5317526,1.23592985323768,1.11249266581065
Tapirus,0.094017094017094,3.05809,1.74873954607311,2.3709509,1.5092009,1.24088244359592,1.10837510822677
