Genus,PercentOfBone,A,normA,IAP,IML,normIAP,normIML
Tapirus,0.00334448160535117,0.13812,0.371644991894146,0.0015736,0.0017313,0.199169845615546,0.203982580825332
Tapirus,0.00668896321070234,0.40141,0.633569254304531,0.0217453,0.0172034,0.384008953911584,0.362162577061737
Tapirus,0.0100334448160535,0.75244,0.867432994530413,0.1618134,0.0468111,0.634239988842049,0.465143773354962
Tapirus,0.0133779264214047,1.207,1.09863551735778,0.4665999,0.0978368,0.826487254057668,0.559275197555408
Tapirus,0.0167224080267559,1.55379,1.24651113111757,0.7469415,0.1672649,0.929654653108674,0.639515689701832
Tapirus,0.020066889632107,1.79481,1.33970519145072,0.9638058,0.2446723,0.990825976272851,0.703309042367772
Tapirus,0.0234113712374582,1.98896,1.41030493156622,1.1281118,0.3347231,1.03059501036004,0.760626446110208
Tapirus,0.0267558528428094,2.14579,1.46485152831268,1.2683194,0.4282562,1.0612242338171,0.808957889275874
Tapirus,0.0301003344481605,2.28469,1.51151910341881,1.3826318,0.5237557,1.08436785610596,0.850711278496087
Tapirus,0.0334448160535117,2.39592,1.54787596402296,1.4742589,0.6200416,1.1019031880222,0.887370950045416
Tapirus,0.0367892976588629,2.49751,1.58035122678473,1.5583538,0.7158918,1.1172915547499,0.919839058928119
Tapirus,0.040133779264214,2.58126,1.60663001341317,1.6337776,0.8037544,1.13057202320453,0.946849252932481
Tapirus,0.0434782608695652,2.64488,1.62630870378289,1.7053397,0.8892041,1.14275393549725,0.971069612695473
Tapirus,0.0468227424749164,2.70676,1.64522338908733,1.7635153,0.9804244,1.15237760034818,0.995069758775234
Tapirus,0.0501672240802676,2.78861,1.66991317139545,1.8340409,1.0723079,1.16373006400748,1.01760650939004
Tapirus,0.0535117056856187,2.81039,1.67642178463536,1.8585965,1.1492097,1.16760589435455,1.03538011709385
Tapirus,0.0568561872909699,2.84142,1.68565120947366,1.8899708,1.2215186,1.1725024897664,1.05129602198842
Tapirus,0.0602006688963211,2.86973,1.69402774475509,1.9095968,1.2904317,1.17553460849474,1.06581973081339
Tapirus,0.0635451505016722,2.88371,1.69814899228542,1.9248875,1.3521379,1.17788078758972,1.07833883616913
Tapirus,0.0668896321070234,2.89711,1.70208989186823,1.935467,1.4069142,1.17949591939999,1.08909785639862
Tapirus,0.0702341137123746,2.86418,1.69238884420809,1.9202,1.42906,1.17716303584485,1.09335857611066
Tapirus,0.0735785953177258,2.86271,1.69195449111375,1.9205166,1.4709039,1.17721155511057,1.10127574661868
Tapirus,0.0769230769230769,2.87397,1.69527873814308,1.9367169,1.5097282,1.17968629917192,1.10847190939407
Tapirus,0.0802675585284281,2.84517,1.68676317246969,1.9189392,1.5163863,1.17696975744498,1.10969202016661
Tapirus,0.0836120401337793,2.84284,1.68607235906411,1.9237389,1.534019,1.17770503488799,1.1129039521371
Tapirus,0.0869565217391304,2.83134,1.68265861065161,1.9261951,1.5362098,1.17808077391622,1.11330108628343
Tapirus,0.0903010033444816,2.80371,1.67442826063107,1.9197808,1.5226355,1.17709878379452,1.11083354922084
Tapirus,0.0936454849498328,2.76586,1.66308749018204,1.9081379,1.4943298,1.17531002194948,1.10563458257264
Tapirus,0.096989966555184,2.77117,1.66468315303544,1.9106822,1.466391,1.17570161408912,1.1004300632759
Tapirus,0.100334448160535,2.71519,1.647783359547,1.9081912,1.4145582,1.17531822934477,1.09057416457951
Tapirus,0.103678929765886,2.70549,1.64483737797996,1.9378607,1.3705418,1.17986043748514,1.08198956264987
Tapirus,0.107023411371237,2.66013,1.63099049660015,1.9584952,1.2947062,1.18298878618336,1.06670125716748
Tapirus,0.110367892976589,2.63046,1.62186929189747,1.9957368,1.2335149,1.18857287932947,1.05386771440821
Tapirus,0.11371237458194,2.58515,1.60784016618568,2.0367702,1.1789965,1.19463575271981,1.0420249769374
Tapirus,0.117056856187291,2.59158,1.60983850121681,2.1033947,1.1203573,1.20428754225338,1.02881938130438
Tapirus,0.120401337792642,2.58369,1.60738607683406,2.1906535,1.064453,1.21658770313289,1.01573781834829
Tapirus,0.123745819397993,2.60079,1.61269649965516,2.2690873,1.0362633,1.22733410151709,1.00894508582177
Tapirus,0.127090301003344,2.61292,1.61645290683026,2.3478707,1.0147805,1.23785149077021,1.00367481888779
Tapirus,0.130434782608696,2.62744,1.62093800004812,2.4349599,1.0040129,1.24917404892634,1.00100171883365
Tapirus,0.133779264214047,2.63821,1.62425675310278,2.5255028,0.9819421,1.26062804211598,0.995454628195243
Tapirus,0.137123745819398,2.69809,1.64258637520223,2.6528748,0.9968587,1.27623070330868,0.999213748198115
Tapirus,0.140468227424749,2.70233,1.64387651604371,2.7415686,0.9816373,1.2867665992283,0.995377370611745
Tapirus,0.1438127090301,2.67914,1.63680786899379,2.7948786,0.9572747,1.29297681406725,0.98914314426375
Tapirus,0.147157190635452,2.69892,1.64283900611107,2.8655648,0.9635488,1.30107567827688,0.990759918426287
Tapirus,0.150501672240803,2.69731,1.64234892760339,2.89789,0.9573604,1.30472947637891,0.989165281776039
Tapirus,0.153846153846154,2.70203,1.64378526578139,2.9241434,0.9601784,1.30767453520033,0.989892384177644
Tapirus,0.157190635451505,2.65439,1.62922987942156,2.8550722,0.9519777,1.2998830292753,0.987771960378131
Tapirus,0.160535117056856,2.60961,1.61542873566122,2.7930099,0.9251076,1.29276063367382,0.980726842720877
Tapirus,0.163879598662207,2.60717,1.61467334157717,2.8208803,0.9146242,1.29597362914285,0.977936536542734
Tapirus,0.167224080267559,2.53736,1.59290928806382,2.784698,0.8802625,1.29179775581382,0.968619148325336
Tapirus,0.17056856187291,2.50939,1.58410542578453,2.7688278,0.8529127,1.28995329647447,0.961006102045867
Tapirus,0.173913043478261,2.47042,1.57175697867069,2.7646428,0.8317266,1.28946558854468,0.954981916308589
Tapirus,0.177257525083612,2.45127,1.56565321830858,2.7757176,0.8170703,1.29075501110545,0.950746764456549
Tapirus,0.180602006688963,2.42993,1.55882327413982,2.7481152,0.8072308,1.28753408078714,0.94787142504029
Tapirus,0.183946488294314,2.4063,1.55122532212442,2.7205137,0.8019253,1.28428890094199,0.946310107548992
Tapirus,0.187290969899666,2.41488,1.55398841694525,2.7435627,0.8054988,1.28700052021142,0.947362575560475
Tapirus,0.190635451505017,2.41965,1.55552242028201,2.7340635,0.8069043,1.28588505628849,0.947775564298842
Tapirus,0.193979933110368,2.41765,1.55487941654651,2.7086261,0.7974608,1.28288363385222,0.944990268160709
Tapirus,0.197324414715719,2.42175,1.55619728826393,2.6753965,0.7987935,1.27893077704586,0.945384833025173
Tapirus,0.20066889632107,2.45171,1.56579372843296,2.6987428,0.8030626,1.28171177500858,0.946645446321519
Tapirus,0.204013377926421,2.46033,1.56854391076565,2.6931351,0.8045333,1.28104544044197,0.947078562104475
Tapirus,0.207357859531773,2.46019,1.56849928275406,2.6711404,0.7998132,1.27842183308816,0.94568639650197
Tapirus,0.210702341137124,2.46491,1.57000318471015,2.6458567,0.8005202,1.27538580724017,0.945895313648648
Tapirus,0.214046822742475,2.50389,1.5823684779469,2.6702509,0.801034,1.27831538995135,0.94604705375517
Tapirus,0.217391304347826,2.52196,1.58806800861928,2.6409373,0.8005723,1.27479256723073,0.945910703623545
Tapirus,0.220735785953177,2.55105,1.59720067618318,2.6616968,0.8018544,1.27729039279088,0.946289190509964
Tapirus,0.224080267558528,2.54286,1.5946347544187,2.625759,0.7899384,1.27295694748801,0.942753832317151
Tapirus,0.22742474916388,2.5663,1.60196754024543,2.6287277,0.7877702,1.27331659836645,0.94210625454957
Tapirus,0.230769230769231,2.57867,1.60582377613485,2.6201212,0.7811726,1.27227310118383,0.940127486752087
Tapirus,0.234113712374582,2.57975,1.6061600169348,2.5959957,0.7673736,1.26933423119721,0.935947984738423
Tapirus,0.237458193979933,2.58272,1.60708431639413,2.5989326,0.7568439,1.26969308456524,0.932720621635037
Tapirus,0.240802675585284,2.6101,1.61558039106694,2.6046136,0.7497355,1.27038637123017,0.930522799920565
Tapirus,0.244147157190635,2.61638,1.61752279736639,2.5745543,0.7446108,1.26670508509056,0.928928596890916
Tapirus,0.247491638795987,2.61736,1.61782570136588,2.5454281,0.7355687,1.26310719364212,0.926095577366139
Tapirus,0.250836120401338,2.62028,1.61872789560198,2.5311174,0.7213425,1.26132810361314,0.92158496337671
Tapirus,0.254180602006689,2.61482,1.61704050660458,2.5063494,0.7028686,1.25823106519019,0.915626883725462
Tapirus,0.25752508361204,2.61741,1.61784115413102,2.4929521,0.692398,1.25654626472692,0.912197654424419
