Genus,PercentOfBone,A,normA,IAP,IML,normIAP,normIML
Mesohippus,0.00628930817610063,NA,NA,NA,NA,NA,NA
Mesohippus,0.0125786163522013,0.35291,0.594062286296647,0.034024,0.0039732,0.429483360332739,0.251064383216047
Mesohippus,0.0188679245283019,0.63888,0.799299693481738,0.065179,0.0187152,0.505273967477822,0.369869583403303
Mesohippus,0.0251572327044025,0.7981,0.893364427319557,0.0822817,0.0355401,0.535581804290839,0.434189844574062
Mesohippus,0.0314465408805031,0.89544,0.946276915072961,0.0909243,0.0511541,0.549123451463275,0.475576199582097
Mesohippus,0.0377358490566038,0.9683,0.984022357469585,0.0985619,0.0648737,0.560308572075417,0.50468124649274
Mesohippus,0.0440251572327044,1.03976,1.01968622624806,0.1114871,0.0747287,0.577838074512591,0.522843672847452
Mesohippus,0.050314465408805,1.09757,1.04764975063234,0.1280096,0.0803136,0.598150727288936,0.532350018285923
Mesohippus,0.0566037735849057,1.12556,1.06092412546798,0.1424954,0.0790113,0.614398591197542,0.530178731684153
Mesohippus,0.0628930817610063,1.11501,1.05594033922377,0.152432,0.0716028,0.624840306805826,0.517288116236679
Mesohippus,0.0691823899371069,1.06142,1.03025239626026,0.1573582,0.0577134,0.629828552245213,0.490138892391764
Mesohippus,0.0754716981132075,1.0399,1.01975487250613,0.1607782,0.05176,0.633223159766375,0.476978240183929
Mesohippus,0.0817610062893082,1.01612,1.00802777739505,0.1547955,0.0473567,0.627248429826789,0.466493243366822
Mesohippus,0.0880503144654088,0.99587,0.99793286347329,0.1493013,0.0443777,0.621607001204242,0.458977290127609
Mesohippus,0.0943396226415094,0.97322,0.986519133114001,0.1460328,0.0411365,0.618176659088776,0.450356913970457
Mesohippus,0.10062893081761,0.933,0.96591925128346,0.1408272,0.0361425,0.612592444580732,0.436018129447743
Mesohippus,0.106918238993711,0.89713,0.947169467413303,0.1364816,0.0320788,0.607810959039694,0.423208642952142
Mesohippus,0.113207547169811,0.86576,0.930462250711978,0.1309941,0.0292335,0.60160707341718,0.413494944067116
Mesohippus,0.119496855345912,0.84452,0.918977692873989,0.1279061,0.0275173,0.598029784445948,0.407287850026717
Mesohippus,0.125786163522013,0.82145,0.906338788753963,0.1230717,0.0257849,0.592297023134419,0.400720317572789
Mesohippus,0.132075471698113,0.79641,0.892418063465773,0.1190385,0.0238883,0.587383660534274,0.393139165183095
Mesohippus,0.138364779874214,0.7756,0.88068155425216,0.1148424,0.022467,0.582137484592161,0.387156247059326
